galvanisés	g a l v a n i z e
galvaudait	g a l v o d ɛ
galvaudant	g a l v o d ə
galvaude	g a l v o d
galvaudent	g a l v o d
galvauder	g a l v o d e
galvaudeux	g a l v o d ø
galvaudez	g a l v o d e
galvaudiez	g a l v o d j e
galvaudé	g a l v o d e
galvaudée	g a l v o d e
galène	g a l ɛ n
galère	g a l ɛ ʁ
galère	g a l ɛ ʁ
galèrent	g a l ɛ ʁ
galères	g a l ɛ ʁ
galères	g a l ɛ ʁ
galères	g a l ɛ ʁ
galéasses	g a l e a s
galée	g a l e
galées	g a l e
galéjade	g a l e ʒ a d
galéjades	g a l e ʒ a d
galéjeur	g a l e ʒ ʁ
galéniste	g a l e n i s t
galérais	g a l e ʁ ɛ
galérait	g a l e ʁ ɛ
galérer	g a l e ʁ e
galérien	g a l e ʁ j ɛ̃
galériens	g a l e ʁ j ɛ̃
galéré	g a l e ʁ e
gamahuche	g a m a y ʃ
gamay	g a m ɛ
gambada	g ə b a d a
gambadaient	g ə b a d ɛ
gambadais	g ə b a d ɛ
gambadait	g ə b a d ɛ
gambadant	g ə b a d ə
gambadant	g ə b a d ə
gambadante	g ə b a d ə t
gambade	g ə b a d
gambade	g ə b a d
gambadent	g ə b a d
gambader	g ə b a d e
gambades	g ə b a d
gambades	g ə b a d
gambadeurs	g ə b a d ʁ
gambadez	g ə b a d e
gambadèrent	g ə b a d ɛ ʁ
gambas	g ə b a s
gambe	g ə b
gamberge	g ə b ɛ ʁ ʒ
gamberge	g ə b ɛ ʁ ʒ
gambergea	g ə b ɛ ʁ ʒ a
gambergeaient	g ə b ɛ ʁ ʒ ɛ
gambergeailler	g ə b ɛ ʁ ʒ a j e
gambergeais	g ə b ɛ ʁ ʒ ɛ
gambergeait	g ə b ɛ ʁ ʒ ɛ
gambergeant	g ə b ɛ ʁ ʒ ə
gambergent	g ə b ɛ ʁ ʒ
gambergeons	g ə b ɛ ʁ ʒ ɔ̃
gamberger	g ə b ɛ ʁ ʒ e
gamberges	g ə b ɛ ʁ ʒ
gamberges	g ə b ɛ ʁ ʒ
gambergez	g ə b ɛ ʁ ʒ e
gambergé	g ə b ɛ ʁ ʒ e
gambette	g ə b ɛ t
gambettes	g ə b ɛ t
gambillait	g ə b i j ɛ
gambillant	g ə b i j ə
gambille	g ə b i j
gambiller	g ə b i j e
gambilles	g ə b i j
gambilleurs	g ə b i j ʁ
gambilleuses	g ə b i j ø z
gambillé	g ə b i j e
gambit	g ə b i
game	g ɛ j m
gamelan	g a m ə l ə
gamelle	g a m ɛ l
gamelles	g a m ɛ l
gamin	g a m ɛ̃
gamin	g a m ɛ̃
gaminas	g a m i n a
gamine	g a m i n
gamine	g a m i n
gaminement	g a m i n ə m ə
gaminerie	g a m i n ə ʁ i
gamineries	g a m i n ə ʁ i
gamines	g a m i n
gamines	g a m i n
gamins	g a m ɛ̃
gamins	g a m ɛ̃
gamma	g a m a
gammaglobuline	g a m a g l o b y l i n
gammaglobulines	g a m a g l o b y l i n
gammas	g a m a
gamme	g a m
gammes	g a m
gammée	g a m e
gammées	g a m e
gamète	g a m ɛ t
gamètes	g a m ɛ t
gan	g a n
ganache	g a n a ʃ
ganaderia	g a n a d e ʁ j a
ganaderias	g a n a d e ʁ j a
gandin	g ə d ɛ̃
gandins	g ə d ɛ̃
gandoura	g ə d u ʁ a
gandourah	g ə d u ʁ a
gandouras	g ə d u ʁ a
gang	g ə g
ganglion	g ə g l i j ɔ̃
ganglionnaires	g ə g l j o n ɛ ʁ
ganglions	g ə g l i j ɔ̃
gangrena	g ə g ʁ ə n a
gangrener	g ə g ʁ ə n e
gangreneux	g ə g ʁ ə n ø
gangrené	g ə g ʁ ə n e
gangrené	g ə g ʁ ə n e
gangrenée	g ə g ʁ ə n e
gangrenées	g ə g ʁ ə n e
gangrenées	g ə g ʁ ə n e
gangrenés	g ə g ʁ ə n e
gangrenés	g ə g ʁ ə n e
gangrène	g ə g ʁ ɛ n
gangrène	g ə g ʁ ɛ n
gangrènes	g ə g ʁ ɛ n
gangs	g ə g
gangster	g ə g s t ɛ ʁ
gangsters	g ə g s t ɛ ʁ
gangstérisme	g ə g s t e ʁ i z m
gangue	g ə g
gangues	g ə g
ganja	g ə ʒ a
ganse	g ə s
ganses	g ə s
gansé	g ə s e
gansée	g ə s e
gant	g ə
gantait	g ə t ɛ
gantant	g ə t ə
gante	g ə t
gantelet	g ə t ə l ɛ
gantelets	g ə t ə l ɛ
ganterie	g ə t ə ʁ i
gantier	g ə t j e
gantières	g ə t j ɛ ʁ
gants	g ə
ganté	g ə t e
ganté	g ə t e
gantée	g ə t e
gantée	g ə t e
gantées	g ə t e
gantées	g ə t e
gantés	g ə t e
gantés	g ə t e
ganymèdes	g a n i m ɛ d
gap	g a p
gaperon	g a p ə ʁ ɔ̃
gapette	g a p ɛ t
gapettes	g a p ɛ t
gara	g a ʁ a
garage	g a ʁ a ʒ
garages	g a ʁ a ʒ
garagiste	g a ʁ a ʒ i s t
garagistes	g a ʁ a ʒ i s t
garaient	g a ʁ ɛ
garais	g a ʁ ɛ
garait	g a ʁ ɛ
garance	g a ʁ ə s
garance	g a ʁ ə s
garancière	g a ʁ ə s j ɛ ʁ
garant	g a ʁ ə
garant	g a ʁ ə
garant	g a ʁ ə
garante	g a ʁ ə t
garante	g a ʁ ə t
garantes	g a ʁ ə t
garanti	g a ʁ ə t i
garanti	g a ʁ ə t i
garantie	g a ʁ ə t i
garantie	g a ʁ ə t i
garantie	g a ʁ ə t i
garanties	g a ʁ ə t i
garanties	g a ʁ ə t i
garanties	g a ʁ ə t i
garantir	g a ʁ ə t i ʁ
garantira	g a ʁ ə t i ʁ a
garantirais	g a ʁ ə t i ʁ ɛ
garantirait	g a ʁ ə t i ʁ ɛ
garantiriez	g a ʁ ə t i ʁ j e
garantirons	g a ʁ ə t i ʁ ɔ̃
garantiront	g a ʁ ə t i ʁ ɔ̃
garantis	g a ʁ ə t i
garantis	g a ʁ ə t i
garantissaient	g a ʁ ə t i s ɛ
garantissais	g a ʁ ə t i s ɛ
garantissait	g a ʁ ə t i s ɛ
garantissant	g a ʁ ə t i s ə
garantisse	g a ʁ ə t i s
garantissent	g a ʁ ə t i s
garantissez	g a ʁ ə t i s e
garantissons	g a ʁ ə t i s ɔ̃
garantit	g a ʁ ə t i
garants	g a ʁ ə
garants	g a ʁ ə
garantît	g a ʁ ə t i
garbure	g a ʁ b y ʁ
garce	g a ʁ s
garces	g a ʁ s
garcette	g a ʁ s ɛ t
garcettes	g a ʁ s ɛ t
garda	g a ʁ d a
gardai	g a ʁ d ɛ
gardaient	g a ʁ d ɛ
gardais	g a ʁ d ɛ
gardait	g a ʁ d ɛ
gardant	g a ʁ d ə
garde	g a ʁ d
garde	g a ʁ d
garde barrière	g a ʁ d ə b a ʁ j ɛ ʁ
garde boue	g a ʁ d ə b u
garde champêtre	g a ʁ d ə ʃ ə p ɛ t ʁ
garde chasse	g a ʁ d ə ʃ a s
garde chiourme	g a ʁ d ə ʃ j u ʁ m
garde corps	g a ʁ d ə k ɔ ʁ
garde côte	g a ʁ d ə k o t
garde côtes	g a ʁ d ə k o t
garde feu	g a ʁ d ə f ø
garde forestier	g a ʁ d ø f ɔ ʁ ɛ s t j e
garde fou	g a ʁ d ə f u
garde fous	g a ʁ d ə f u
garde frontière	g a ʁ d ə f ʁ ɔ̃ t j ɛ ʁ
garde malade	g a ʁ d m a l a d
garde manger	g a ʁ d m ə ʒ e
garde meuble	g a ʁ d ə m b l
garde meubles	g a ʁ d ə m b l
garde pêche	g a ʁ d ə p ɛ ʃ
garde robe	g a ʁ d ə ʁ ɔ b
garde robes	g a ʁ d ə ʁ ɔ b
garde voie	g a ʁ d ə v w a
garde vue	g a ʁ d ə v y
garde à vous	g a ʁ d a v u
garden party	g a ʁ d ɛ n p a ʁ t i
gardent	g a ʁ d
garder	g a ʁ d e
gardera	g a ʁ d ə ʁ a
garderai	g a ʁ d ə ʁ ɛ
garderaient	g a ʁ d ə ʁ ɛ
garderais	g a ʁ d ə ʁ ɛ
garderait	g a ʁ d ə ʁ ɛ
garderas	g a ʁ d ə ʁ a
garderez	g a ʁ d ə ʁ e
garderie	g a ʁ d ə ʁ i
garderies	g a ʁ d ə ʁ i
garderiez	g a ʁ d ə ʁ j e
garderions	g a ʁ d ə ʁ j ɔ̃
garderons	g a ʁ d ə ʁ ɔ̃
garderont	g a ʁ d ə ʁ ɔ̃
gardes	g a ʁ d
gardes	g a ʁ d
gardes barrières	g a ʁ d ə b a ʁ j ɛ ʁ
gardes champêtres	g a ʁ d ə ʃ ə p ɛ t ʁ
gardes chasse	g a ʁ d ə ʃ a s
gardes chiourme	g a ʁ d ə ʃ j u ʁ m
gardes chiourmes	g a ʁ d ə ʃ j u ʁ m
gardes côtes	g a ʁ d ə k o t
gardes françaises	g a ʁ d ə f ʁ ə s ɛ z
gardes frontières	g a ʁ d ə f ʁ ɔ̃ t j ɛ ʁ
gardes voies	g a ʁ d ə v w a
gardeur	g a ʁ d ʁ
gardeurs	g a ʁ d ʁ
gardeuse	g a ʁ d ø z
gardeuses	g a ʁ d ø z
gardez	g a ʁ d e
gardian	g a ʁ d j ə
gardians	g a ʁ d i j ə
gardien	g a ʁ d j ɛ̃
gardien	g a ʁ d j ɛ̃
gardien chef	g a ʁ d j ɛ̃ ʃ ɛ f
gardiennage	g a ʁ d j ɛ n a ʒ
gardiennait	g a ʁ d j ɛ n ɛ
gardienne	g a ʁ d j ɛ n
gardienne	g a ʁ d j ɛ n
gardiennes	g a ʁ d j ɛ n
gardiennes	g a ʁ d j ɛ n
gardiens	g a ʁ d j ɛ̃
gardiens	g a ʁ d j ɛ̃
gardiez	g a ʁ d j e
gardions	g a ʁ d j ɔ̃
gardois	g a ʁ d w a
gardon	g a ʁ d ɔ̃
gardons	g a ʁ d ɔ̃
gardons	g a ʁ d ɔ̃
gardâmes	g a ʁ d a m
gardât	g a ʁ d a
gardèrent	g a ʁ d ɛ ʁ
gardé	g a ʁ d e
gardé	g a ʁ d e
gardée	g a ʁ d e
gardée	g a ʁ d e
gardées	g a ʁ d e
gardées	g a ʁ d e
gardénal	g a ʁ d e n a l
gardénia	g a ʁ d e n j a
gardénias	g a ʁ d e n j a
gardés	g a ʁ d e
gardés	g a ʁ d e
gare	g a ʁ
gare	g a ʁ
gare	g a ʁ
garenne	g a ʁ ɛ n
garennes	g a ʁ ɛ n
garent	g a ʁ
garer	g a ʁ e
garerai	g a ʁ ə ʁ ɛ
garerais	g a ʁ ə ʁ ɛ
garerait	g a ʁ ə ʁ ɛ
gareront	g a ʁ ə ʁ ɔ̃
gares	g a ʁ
gares	g a ʁ
garez	g a ʁ e
gargamelle	g a ʁ g a m ɛ l
gargantua	g a ʁ g ə t ɥ a
gargantuesque	g a ʁ g ə t ɥ ɛ s k
gargantuesques	g a ʁ g ə t ɥ ɛ s k
gargarisa	g a ʁ g a ʁ i z a
gargarisaient	g a ʁ g a ʁ i z ɛ
gargarisait	g a ʁ g a ʁ i z ɛ
gargarisant	g a ʁ g a ʁ i z ə
gargarise	g a ʁ g a ʁ i z
gargarisent	g a ʁ g a ʁ i z
gargariser	g a ʁ g a ʁ i z e
gargarisme	g a ʁ g a ʁ i z m
gargarismes	g a ʁ g a ʁ i z m
gargarisé	g a ʁ g a ʁ i z e
gargote	g a ʁ g ɔ t
gargotes	g a ʁ g ɔ t
gargotier	g a ʁ g o t j e
gargotiers	g a ʁ g o t j e
gargouilla	g a ʁ g u j a
gargouillaient	g a ʁ g u j ɛ
gargouillait	g a ʁ g u j ɛ
gargouillant	g a ʁ g u j ə
gargouillant	g a ʁ g u j ə
gargouillante	g a ʁ g u j ə t
gargouille	g a ʁ g u j
gargouille	g a ʁ g u j
gargouillement	g a ʁ g u j ə m ə
gargouillements	g a ʁ g u j ə m ə
gargouillent	g a ʁ g u j
gargouiller	g a ʁ g u j e
gargouilles	g a ʁ g u j
gargouillette	g a ʁ g u j ɛ t
gargouillis	g a ʁ g u j i
gargouillé	g a ʁ g u j e
gargoulette	g a ʁ g u l ɛ t
gargoulettes	g a ʁ g u l ɛ t
gargousses	g a ʁ g u s
gari	g a ʁ i
garibaldien	g a ʁ i b a l d j ɛ̃
garibaldiens	g a ʁ i b a l d j ɛ̃
garibaldiens	g a ʁ i b a l d j ɛ̃
garions	g a ʁ j ɔ̃
garnement	g a ʁ n ə m ə
garnements	g a ʁ n ə m ə
garni	g a ʁ n i
garni	g a ʁ n i
garni	g a ʁ n i
garnie	g a ʁ n i
garnie	g a ʁ n i
garnies	g a ʁ n i
garnies	g a ʁ n i
garnir	g a ʁ n i ʁ
garnirent	g a ʁ n i ʁ
garniront	g a ʁ n i ʁ ɔ̃
garnis	g a ʁ n i
garnis	g a ʁ n i
garnis	g a ʁ n i
garnison	g a ʁ n i z ɔ̃
garnisons	g a ʁ n i z ɔ̃
garnissage	g a ʁ n i s a ʒ
garnissaient	g a ʁ n i s ɛ
garnissais	g a ʁ n i s ɛ
garnissait	g a ʁ n i s ɛ
garnissant	g a ʁ n i s ə
garnissent	g a ʁ n i s
garnissez	g a ʁ n i s e
garnit	g a ʁ n i
garniture	g a ʁ n i t y ʁ
garnitures	g a ʁ n i t y ʁ
garno	g a ʁ n o
garons	g a ʁ ɔ̃
garou	g a ʁ u
garrick	g a ʁ i k
garrigue	g a ʁ i g
garrigues	g a ʁ i g
garrot	g a ʁ o
garrots	g a ʁ o
garrottaient	g a ʁ o t ɛ
garrotte	g a ʁ ɔ t
garrotte	g a ʁ ɔ t
garrottent	g a ʁ ɔ t
garrotter	g a ʁ o t e
garrotté	g a ʁ o t e
garrottée	g a ʁ o t e
garrottés	g a ʁ o t e
gars	g a
garçon	g a ʁ s ɔ̃
garçonne	g a ʁ s ɔ n
garçonnet	g a ʁ s o n ɛ
garçonnets	g a ʁ s o n ɛ
garçonnier	g a ʁ s o n j e
garçonniers	g a ʁ s o n j e
garçonnière	g a ʁ s o n j ɛ ʁ
garçonnière	g a ʁ s o n j ɛ ʁ
garçonnières	g a ʁ s o n j ɛ ʁ
garçons	g a ʁ s ɔ̃
garèrent	g a ʁ ɛ ʁ
garé	g a ʁ e
garée	g a ʁ e
garées	g a ʁ e
garés	g a ʁ e
gas oil	g a z ɔ j l
gascon	g a s k ɔ̃
gascon	g a s k ɔ̃
gasconne	g a s k ɔ n
gascons	g a s k ɔ̃
gascons	g a s k ɔ̃
gasoil	g a z w a l
gaspacho	g a s p a t ʃ o
gaspard	g a s p a ʁ
gaspards	g a s p a ʁ
gaspilla	g a s p i j a
gaspillage	g a s p i j a ʒ
gaspillages	g a s p i j a ʒ
gaspillaient	g a s p i j ɛ
gaspillait	g a s p i j ɛ
gaspillant	g a s p i j ə
gaspillasse	g a s p i j a s
gaspille	g a s p i j
gaspillent	g a s p i j
gaspiller	g a s p i j e
gaspillerai	g a s p i j ə ʁ ɛ
gaspilleraient	g a s p i j ə ʁ ɛ
gaspillerais	g a s p i j ə ʁ ɛ
gaspillerez	g a s p i j ə ʁ e
gaspilles	g a s p i j
gaspilleur	g a s p i j ʁ
gaspilleurs	g a s p i j ʁ
gaspilleuse	g a s p i j ø z
gaspilleuses	g a s p i j ø z
gaspillez	g a s p i j e
gaspillons	g a s p i j ɔ̃
gaspillât	g a s p i j a
gaspillé	g a s p i j e
gaspillée	g a s p i j e
gaspillées	g a s p i j e
gaspillés	g a s p i j e
gaster	g a s t ɛ ʁ
gastralgie	g a s t ʁ a l ʒ i
gastralgies	g a s t ʁ a l ʒ i
gastrectomie	g a s t ʁ ɛ k t ɔ m i
gastrique	g a s t ʁ i k
gastriques	g a s t ʁ i k
gastrite	g a s t ʁ i t
gastrites	g a s t ʁ i t
gastro	g a s t ʁ o
gastro entérite	g a s t ʁ o ə t e ʁ i t
gastro entérologue	g a s t ʁ o ə t e ʁ o l ɔ g
gastro entérologues	g a s t ʁ o ə t e ʁ o l ɔ g
gastro intestinal	g a s t ʁ o ɛ̃ t ɛ s t i n a l
gastro intestinale	g a s t ʁ o ɛ̃ t ɛ s t i n a l
gastro intestinaux	g a s t ʁ o ɛ̃ t ɛ s t i n o
gastroentérologue	g a s t ʁ o ə t e ʁ o l ɔ g
gastrolâtre	g a s t ʁ o l a t ʁ
gastrolâtre	g a s t ʁ o l a t ʁ
gastronome	g a s t ʁ o n ɔ m
gastronomes	g a s t ʁ o n ɔ m
gastronomie	g a s t ʁ o n o m i
gastronomique	g a s t ʁ o n o m i k
gastronomiques	g a s t ʁ o n o m i k
gastrula	g a s t ʁ y l a
gastéropode	g a s t e ʁ o p ɔ d
gastéropodes	g a s t e ʁ o p ɔ d
gatte	g ɛ t
gauche	g o ʃ
gauche	g o ʃ
gauchement	g o ʃ ə m ə
gaucher	g o ʃ e
gaucher	g o ʃ e
gaucherie	g o ʃ ə ʁ i
gaucheries	g o ʃ ə ʁ i
gauchers	g o ʃ e
gauchers	g o ʃ e
gauches	g o ʃ
gauches	g o ʃ
gauchi	g o ʃ i
gauchie	g o ʃ i
gauchir	g o ʃ i ʁ
gauchis	g o ʃ i
gauchisante	g o ʃ i z ə t
gauchisantes	g o ʃ i z ə t
gauchisme	g o ʃ i z m
gauchismes	g o ʃ i z m
gauchissaient	g o ʃ i s ɛ
gauchissait	g o ʃ i s ɛ
gauchissement	g o ʃ i s ə m ə
gauchiste	g o ʃ i s t
gauchiste	g o ʃ i s t
gauchistes	g o ʃ i s t
gauchistes	g o ʃ i s t
gaucho	g o ʃ o
gauchos	g o ʃ o
gauchère	g o ʃ ɛ ʁ
gauchère	g o ʃ ɛ ʁ
gaudriole	g o d ʁ i j ɔ l
gaudrioles	g o d ʁ i j ɔ l
gaufre	g o f ʁ
gaufre	g o f ʁ
gaufres	g o f ʁ
gaufrette	g o f ʁ ɛ t
gaufrettes	g o f ʁ ɛ t
gaufrier	g o f ʁ i j e
gaufré	g o f ʁ e
gaufré	g o f ʁ e
gaufrée	g o f ʁ e
gaufrée	g o f ʁ e
gaufrées	g o f ʁ e
gaufrées	g o f ʁ e
gaufrés	g o f ʁ e
gaufrés	g o f ʁ e
gaulant	g o l ə
gauldo	g o l d o
gauldos	g o l d o
gaule	g o l
gaule	g o l
gauleiter	g o l a j t ʁ
gauler	g o l e
gaulerais	g o l ə ʁ ɛ
gaulerait	g o l ə ʁ ɛ
gaules	g o l
gaules	g o l
gaulis	g o l i
gaulle	g o l
gaullisme	g o l i z m
gaulliste	g o l i s t
gaulliste	g o l i s t
gaullistes	g o l i s t
gaullistes	g o l i s t
gaulois	g o l w a
gaulois	g o l w a
gauloise	g o l w a z
gauloise	g o l w a z
gauloisement	g o l w a z ə m ə
gauloiseries	g o l w a z ə ʁ i
gauloises	g o l w a z
gauloises	g o l w a z
gaulthérie	g o l t e ʁ i
gaulèrent	g o l ɛ ʁ
gaulé	g o l e
gaulée	g o l e
gaulée	g o l e
gaupe	g o p
gauss	g o s
gaussaient	g o s ɛ
gaussait	g o s ɛ
gaussant	g o s ə
gausse	g o s
gaussent	g o s
gausser	g o s e
gausserai	g o s ə ʁ ɛ
gausserait	g o s ə ʁ ɛ
gaussez	g o s e
gaussèrent	g o s ɛ ʁ
gaussé	g o s e
gaussée	g o s e
gava	g a v a
gavage	g a v a ʒ
gavai	g a v ɛ
gavaient	g a v ɛ
gavais	g a v ɛ
gavait	g a v ɛ
gavant	g a v ə
gave	g a v
gave	g a v
gavent	g a v
gaver	g a v e
gavera	g a v ə ʁ a
gaveraient	g a v ə ʁ ɛ
gaves	g a v
gaves	g a v
gavez	g a v e
gavial	g a v j a l
gaviot	g a v j o
gavons	g a v ɔ̃
gavroche	g a v ʁ ɔ ʃ
gavroche	g a v ʁ ɔ ʃ
gavroches	g a v ʁ ɔ ʃ
gavé	g a v e
gavée	g a v e
gavées	g a v e
gavés	g a v e
gay	g ɛ
gay	g ɛ
gayac	g a j a k
gays	g ɛ
gays	g ɛ
gaz	g a z
gazage	g a z a ʒ
gazait	g a z ɛ
gaze	g a z
gaze	g a z
gazelle	g a z ɛ l
gazelles	g a z ɛ l
gazer	g a z e
gazera	g a z ə ʁ a
gazerait	g a z ə ʁ ɛ
gazes	g a z
gazette	g a z ɛ t
gazettes	g a z ɛ t
gazeuse	g a z ø z
gazeuses	g a z ø z
gazeux	g a z ø
gazez	g a z e
gazier	g a z j e
gazier	g a z j e
gaziers	g a z j e
gazinière	g a z i n j ɛ ʁ
gazinières	g a z i n j ɛ ʁ
gazoduc	g a z ɔ d y k
gazogène	g a z o ʒ ɛ n
gazogènes	g a z o ʒ ɛ n
gazole	g a z ɔ l
gazoline	g a z o l i n
gazomètre	g a z o m ɛ t ʁ
gazométrie	g a z o m e t ʁ i
gazon	g a z ɔ̃
gazonné	g a z o n e
gazonnée	g a z o n e
gazons	g a z ɔ̃
gazons	g a z ɔ̃
gazouilla	g a z u j a
gazouillaient	g a z u j ɛ
gazouillait	g a z u j ɛ
gazouillant	g a z u j ə
gazouillant	g a z u j ə
gazouillante	g a z u j ə t
gazouillants	g a z u j ə
gazouille	g a z u j
gazouillement	g a z u j ə m ə
gazouillements	g a z u j ə m ə
gazouillent	g a z u j
gazouiller	g a z u j e
gazouilles	g a z u j
gazouilleurs	g a z u j ʁ
gazouillis	g a z u j i
gazpacho	g a s p a t ʃ o
gazé	g a z e
gazé	g a z e
gazé	g a z e
gazée	g a z e
gazée	g a z e
gazées	g a z e
gazéifier	g a z e i f j e
gazéifiée	g a z e i f j e
gazés	g a z e
gazés	g a z e
gazés	g a z e
gaélique	g a e l i k
gaélique	g a e l i k
gaîment	g e m ə
gaîté	g e t e
gaîtés	g ɛ t e
geai	ʒ ɛ
geais	ʒ ɛ
gecko	ʒ ɛ k o
geckos	ʒ ɛ k o
geez	d ʒ i z
geignaient	ʒ ɛ ɛ
geignais	ʒ ɛ ɛ
geignait	ʒ ɛ ɛ
geignant	ʒ ɛ ə
geignant	ʒ ɛ ə
geignante	ʒ ɛ ə t
geignantes	ʒ ɛ ə t
geignard	ʒ ɛ a ʁ
geignard	ʒ ɛ a ʁ
geignarde	ʒ ɛ a ʁ d
geignarde	ʒ ɛ a ʁ d
geignardes	ʒ ɛ a ʁ d
geignardises	ʒ ɛ a ʁ d i z
geignards	ʒ ɛ a ʁ
geignards	ʒ ɛ a ʁ
geignement	ʒ ɛ ə m ə
geignements	ʒ ɛ ə m ə
geignent	ʒ ɛ
geignez	ʒ ɛ e
geignit	ʒ ɛ i
geindre	ʒ ɛ̃ d ʁ
geindre	ʒ ɛ̃ d ʁ
geins	ʒ ɛ̃
geint	ʒ ɛ̃
geisha	g e ʃ a
geishas	g e ʃ a
gel	ʒ ɛ l
gela	ʒ ə l a
gelaient	ʒ ə l ɛ
gelais	ʒ ə l ɛ
gelait	ʒ ə l ɛ
gelant	ʒ ə l ə
geler	ʒ ə l e
gelez	ʒ ə l e
geline	ʒ ə l i n
gelinotte	ʒ e l i n ɔ t
gelons	ʒ ə l ɔ̃
gels	ʒ ɛ l
gelure	ʒ ə l y ʁ
gelures	ʒ ə l y ʁ
gelât	ʒ ə l a
gelé	ʒ ə l e
gelé	ʒ ə l e
gelée	ʒ ə l e
gelée	ʒ ə l e
gelées	ʒ ə l e
gelées	ʒ ə l e
gelés	ʒ ə l e
gelés	ʒ ə l e
gemme	ʒ ɛ m
gemmes	ʒ ɛ m
gemmologie	ʒ ɛ m ɔ l ɔ ʒ i
gencive	ʒ ə s i v
gencives	ʒ ə s i v
gendarme	ʒ ə d a ʁ m
gendarmer	ʒ ə d a ʁ m e
gendarmerie	ʒ ə d a ʁ m ə ʁ i
gendarmeries	ʒ ə d a ʁ m ə ʁ i
gendarmes	ʒ ə d a ʁ m
gendelettres	ʒ ə d ə l ɛ t ʁ
gendre	ʒ ə d ʁ
gendres	ʒ ə d ʁ
genet	ʒ ø n ɛ
genevois	ʒ ə n ə v w a
genevois	ʒ ə n ə v w a
genevoises	ʒ ə n ə v w a z
genevoises	ʒ ə n ə v w a z
gengis khan	d ʒ ɛ n d ʒ i s k a n
gengiskhanide	ʒ ə ʒ i s k a n i d
genièvre	ʒ ə n j ɛ v ʁ
genou	ʒ ə n u
genouillère	ʒ ə n u j ɛ ʁ
genouillères	ʒ ə n u j ɛ ʁ
genoux	ʒ ə n u
genre	ʒ ə ʁ
genres	ʒ ə ʁ
genreux	ʒ ə ʁ ø
gens	ʒ ə
gent	ʒ ə
gentamicine	ʒ ə t a m i s i n
gente	ʒ ə t
gente	ʒ ə t
gentes	ʒ ə t
gentiane	ʒ ə s j a n
gentianes	ʒ ə s j a n
gentil	ʒ ə t i
gentil	ʒ ə t i
gentilhomme	ʒ ə t i j ɔ m
gentilhommière	ʒ ə t i j ɔ m j ɛ ʁ
gentilhommières	ʒ ə t i j ɔ m j ɛ ʁ
gentilice	ʒ ə t i l i s
gentille	ʒ ə t i j
gentilles	ʒ ə t i j
gentillesse	ʒ ə t i j ɛ s
gentillesses	ʒ ə t i j ɛ s
gentillet	ʒ ə t i j ɛ
gentillets	ʒ ə t i j ɛ
gentillette	ʒ ə t i j ɛ t
gentils	ʒ ə t i
gentils	ʒ ə t i
gentilshommes	ʒ ə t i z ɔ m
gentiment	ʒ ə t i m ə
gentleman	d ʒ ɛ n t l ə m a n
gentleman farmer	ʒ ɛ n t l ə m a n f a ʁ m ʁ
gentlemen	d ʒ ɛ n t l ə m ɛ n
gentlemen farmers	ʒ ɛ n t l ə m a n f a ʁ m ʁ
gentry	d ʒ ɛ n t ʁ i
gents	ʒ ə
genèse	ʒ ə n ɛ z
genévrier	ʒ ə n e v ʁ i j e
genévriers	ʒ ə n e v ʁ i j e
genêt	ʒ ə n ɛ
genêtière	ʒ ə n ɛ t j ɛ ʁ
genêts	ʒ ə n ɛ
gerba	ʒ ɛ ʁ b a
gerbaient	ʒ ɛ ʁ b ɛ
gerbais	ʒ ɛ ʁ b ɛ
gerbait	ʒ ɛ ʁ b ɛ
gerbant	ʒ ɛ ʁ b ə
gerbe	ʒ ɛ ʁ b
gerbe	ʒ ɛ ʁ b
gerbent	ʒ ɛ ʁ b
gerber	ʒ ɛ ʁ b e
gerberais	ʒ ɛ ʁ b ə ʁ ɛ
gerberas	ʒ ɛ ʁ b ə ʁ a
gerbes	ʒ ɛ ʁ b
gerbes	ʒ ɛ ʁ b
gerbeuse	ʒ ɛ ʁ b ø z
gerbeuses	ʒ ɛ ʁ b ø z
gerbier	ʒ ɛ ʁ b j e
gerbille	ʒ ɛ ʁ b i j
gerbière	ʒ ɛ ʁ b j ɛ ʁ
gerboise	ʒ ɛ ʁ b w a z
gerboises	ʒ ɛ ʁ b w a z
gerbèrent	ʒ ɛ ʁ b ɛ ʁ
gerbé	ʒ ɛ ʁ b e
gerbée	ʒ ɛ ʁ b e
gerbées	ʒ ɛ ʁ b e
gerbés	ʒ ɛ ʁ b e
gerce	ʒ ɛ ʁ s
gercent	ʒ ɛ ʁ s
gercer	ʒ ɛ ʁ s e
gerces	ʒ ɛ ʁ s
gercèrent	ʒ ɛ ʁ s ɛ ʁ
gercé	ʒ ɛ ʁ s e
gercée	ʒ ɛ ʁ s e
gercées	ʒ ɛ ʁ s e
gercés	ʒ ɛ ʁ s e
gerfaut	ʒ ɛ ʁ f o
gerfauts	ʒ ɛ ʁ f o
germa	ʒ ɛ ʁ m a
germaient	ʒ ɛ ʁ m ɛ
germain	ʒ ɛ ʁ m ɛ̃
germaine	ʒ ɛ ʁ m ɛ n
germaines	ʒ ɛ ʁ m ɛ n
germains	ʒ ɛ ʁ m ɛ̃
germains	ʒ ɛ ʁ m ɛ̃
germait	ʒ ɛ ʁ m ɛ
germanique	ʒ ɛ ʁ m a n i k
germanique	ʒ ɛ ʁ m a n i k
germaniques	ʒ ɛ ʁ m a n i k
